SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42024,1610612738,BOS,Boston Celtics,0042400216,2025-05-16,BOS @ NYK,L,241,81,31,86,0.36,12,40,0.3,7,10,0.7,9,27,36,19,4,3,15,22,-38.0
42024,1610612738,BOS,Boston Celtics,0042400215,2025-05-14,BOS vs. NYK,W,242,127,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,3,12,8,25,25.0
42024,1610612738,BOS,Boston Celtics,0042400214,2025-05-12,BOS @ NYK,L,241,113,38,79,0.481,18,48,0.375,19,26,0.731,7,24,31,15,8,2,12,16,-8.0
42024,1610612738,BOS,Boston Celtics,0042400213,2025-05-10,BOS @ NYK,W,242,115,40,83,0.482,20,40,0.5,15,17,0.882,12,30,42,23,6,8,8,26,22.0
42024,1610612738,BOS,Boston Celtics,0042400212,2025-05-07,BOS vs. NYK,L,240,90,34,94,0.362,10,40,0.25,12,15,0.8,16,35,51,17,9,5,16,17,-1.0
42024,1610612738,BOS,Boston Celtics,0042400211,2025-05-05,BOS vs. NYK,L,264,105,34,97,0.351,15,60,0.25,22,26,0.846,19,40,59,18,4,5,13,22,-3.0
42024,1610612738,BOS,Boston Celtics,0042400115,2025-04-29,BOS vs. ORL,W,240,120,43,76,0.566,13,24,0.542,21,24,0.875,3,35,38,30,5,3,11,18,31.0
42024,1610612738,BOS,Boston Celtics,0042400114,2025-04-27,BOS @ ORL,W,239,107,34,78,0.436,9,31,0.29,30,32,0.938,11,35,46,17,7,7,10,17,9.0
42024,1610612738,BOS,Boston Celtics,0042400113,2025-04-25,BOS @ ORL,L,239,93,33,74,0.446,9,27,0.333,18,22,0.818,8,31,39,15,9,5,19,20,-2.0
42024,1610612738,BOS,Boston Celtics,0042400112,2025-04-23,BOS vs. ORL,W,240,109,36,80,0.45,12,37,0.324,25,33,0.758,13,33,46,17,6,4,10,19,9.0
42024,1610612738,BOS,Boston Celtics,0042400111,2025-04-20,BOS vs. ORL,W,238,103,37,82,0.451,16,37,0.432,13,18,0.722,9,33,42,22,13,5,9,13,17.0
22024,1610612738,BOS,Boston Celtics,0022401187,2025-04-13,BOS vs. CHA,W,241,93,35,90,0.389,14,45,0.311,9,13,0.692,15,34,49,22,12,6,13,14,7.0
22024,1610612738,BOS,Boston Celtics,0022401174,2025-04-11,BOS vs. CHA,W,240,130,49,95,0.516,23,51,0.451,9,12,0.75,10,42,52,35,9,8,10,11,36.0
22024,1610612738,BOS,Boston Celtics,0022401156,2025-04-09,BOS @ ORL,L,238,76,32,82,0.39,7,40,0.175,5,6,0.833,9,34,43,20,5,5,15,11,-20.0
22024,1610612738,BOS,Boston Celtics,0022401151,2025-04-08,BOS @ NYK,W,266,119,40,87,0.46,19,49,0.388,20,25,0.8,9,29,38,26,8,4,15,17,2.0
22024,1610612738,BOS,Boston Celtics,0022401137,2025-04-06,BOS vs. WAS,W,242,124,48,98,0.49,24,52,0.462,4,6,0.667,25,37,62,33,6,5,13,9,34.0
22024,1610612738,BOS,Boston Celtics,0022401120,2025-04-04,BOS vs. PHX,W,240,123,45,87,0.517,14,39,0.359,19,22,0.864,10,39,49,28,1,4,7,13,20.0
22024,1610612738,BOS,Boston Celtics,0022401106,2025-04-02,BOS vs. MIA,L,240,103,39,87,0.448,12,43,0.279,13,16,0.813,19,24,43,24,3,6,13,17,-21.0
22024,1610612738,BOS,Boston Celtics,0022401093,2025-03-31,BOS @ MEM,W,241,117,39,96,0.406,21,62,0.339,18,19,0.947,12,42,54,30,4,3,12,11,14.0
22024,1610612738,BOS,Boston Celtics,0022401080,2025-03-29,BOS @ SAS,W,240,121,45,94,0.479,17,51,0.333,14,18,0.778,15,39,54,32,2,4,9,18,10.0
22024,1610612738,BOS,Boston Celtics,0022401058,2025-03-26,BOS @ PHX,W,239,132,45,89,0.506,22,52,0.423,20,22,0.909,11,37,48,33,8,7,10,18,30.0
22024,1610612738,BOS,Boston Celtics,0022401044,2025-03-24,BOS @ SAC,W,240,113,41,90,0.456,19,50,0.38,12,20,0.6,10,35,45,28,9,4,10,14,18.0
22024,1610612738,BOS,Boston Celtics,0022401034,2025-03-23,BOS @ POR,W,241,129,48,88,0.545,23,50,0.46,10,14,0.714,11,27,38,31,6,6,9,14,13.0
22024,1610612738,BOS,Boston Celtics,0022401020,2025-03-21,BOS @ UTA,W,240,121,45,97,0.464,17,51,0.333,14,16,0.875,16,32,48,27,13,4,10,15,22.0
22024,1610612738,BOS,Boston Celtics,0022400994,2025-03-18,BOS vs. BKN,W,240,104,35,79,0.443,16,48,0.333,18,22,0.818,6,42,48,24,6,5,13,14,8.0
22024,1610612738,BOS,Boston Celtics,0022400968,2025-03-15,BOS @ BKN,W,240,115,44,84,0.524,13,38,0.342,14,19,0.737,13,25,38,29,5,7,7,14,2.0
22024,1610612738,BOS,Boston Celtics,0022400958,2025-03-14,BOS @ MIA,W,241,103,36,83,0.434,19,50,0.38,12,13,0.923,9,32,41,18,8,4,14,17,12.0
22024,1610612738,BOS,Boston Celtics,0022400946,2025-03-12,BOS vs. OKC,L,240,112,41,94,0.436,20,63,0.317,10,12,0.833,15,26,41,25,9,6,13,25,-6.0
22024,1610612738,BOS,Boston Celtics,0022400929,2025-03-10,BOS vs. UTA,W,238,114,40,93,0.43,18,53,0.34,16,18,0.889,12,35,47,28,11,8,9,12,6.0
22024,1610612738,BOS,Boston Celtics,0022400918,2025-03-08,BOS vs. LAL,W,241,111,40,84,0.476,13,38,0.342,18,25,0.72,11,32,43,24,9,5,9,11,10.0
22024,1610612738,BOS,Boston Celtics,0022400900,2025-03-06,BOS vs. PHI,W,240,123,46,91,0.505,19,48,0.396,12,13,0.923,16,30,46,32,8,6,10,16,18.0
22024,1610612738,BOS,Boston Celtics,0022400891,2025-03-05,BOS vs. POR,W,240,128,45,97,0.464,23,54,0.426,15,17,0.882,18,34,52,24,5,6,9,14,10.0
22024,1610612738,BOS,Boston Celtics,0022400866,2025-03-02,BOS vs. DEN,W,240,110,37,78,0.474,14,34,0.412,22,27,0.815,10,35,45,26,7,4,14,18,7.0
22024,1610612738,BOS,Boston Celtics,0022400852,2025-02-28,BOS vs. CLE,L,240,116,43,89,0.483,17,39,0.436,13,17,0.765,14,26,40,20,5,5,11,19,-7.0
22024,1610612738,BOS,Boston Celtics,0022400836,2025-02-26,BOS @ DET,L,240,97,33,80,0.413,21,49,0.429,10,15,0.667,7,25,32,21,9,1,17,15,-20.0
22024,1610612738,BOS,Boston Celtics,0022400829,2025-02-25,BOS @ TOR,W,241,111,44,93,0.473,15,51,0.294,8,8,1.0,12,27,39,24,9,4,14,16,10.0
22024,1610612738,BOS,Boston Celtics,0022400811,2025-02-23,BOS vs. NYK,W,242,118,45,91,0.495,17,44,0.386,11,11,1.0,12,37,49,27,8,5,10,14,13.0
22024,1610612738,BOS,Boston Celtics,0022400789,2025-02-20,BOS @ PHI,W,240,124,43,89,0.483,24,54,0.444,14,15,0.933,11,38,49,33,3,6,10,16,20.0
22024,1610612738,BOS,Boston Celtics,0022400769,2025-02-12,BOS vs. SAS,W,238,116,42,91,0.462,18,55,0.327,14,21,0.667,15,41,56,25,3,5,15,12,13.0
22024,1610612738,BOS,Boston Celtics,0022400759,2025-02-10,BOS @ MIA,W,239,103,39,85,0.459,17,53,0.321,8,8,1.0,3,49,52,24,4,5,6,11,18.0
22024,1610612738,BOS,Boston Celtics,0022400748,2025-02-08,BOS @ NYK,W,241,131,46,85,0.541,19,39,0.487,20,24,0.833,11,37,48,21,6,7,10,21,27.0
22024,1610612738,BOS,Boston Celtics,0022400728,2025-02-06,BOS vs. DAL,L,243,120,46,89,0.517,16,37,0.432,12,15,0.8,11,29,40,30,2,6,14,17,-7.0
22024,1610612738,BOS,Boston Celtics,0022400710,2025-02-04,BOS @ CLE,W,240,112,40,98,0.408,17,48,0.354,15,18,0.833,15,38,53,26,10,6,12,21,7.0
22024,1610612738,BOS,Boston Celtics,0022400698,2025-02-02,BOS @ PHI,W,240,118,42,84,0.5,21,49,0.429,13,16,0.813,5,33,38,34,3,8,9,21,8.0
22024,1610612738,BOS,Boston Celtics,0022400683,2025-01-31,BOS @ NOP,W,240,118,42,84,0.5,16,41,0.39,18,26,0.692,5,30,35,32,12,7,13,16,2.0
22024,1610612738,BOS,Boston Celtics,0022400666,2025-01-29,BOS vs. CHI,W,242,122,41,87,0.471,18,44,0.409,22,27,0.815,6,39,45,32,9,3,8,13,22.0
22024,1610612738,BOS,Boston Celtics,0022400650,2025-01-27,BOS vs. HOU,L,239,112,39,80,0.488,15,39,0.385,19,20,0.95,7,34,41,21,4,4,14,20,-2.0
22024,1610612738,BOS,Boston Celtics,0022400635,2025-01-25,BOS @ DAL,W,241,122,44,103,0.427,20,52,0.385,14,19,0.737,17,34,51,33,4,5,5,24,15.0
22024,1610612738,BOS,Boston Celtics,0022400629,2025-01-23,BOS @ LAL,L,239,96,35,91,0.385,14,41,0.341,12,18,0.667,11,31,42,23,5,6,7,17,-21.0
22024,1610612738,BOS,Boston Celtics,0022400620,2025-01-22,BOS @ LAC,W,265,117,41,90,0.456,19,50,0.38,16,20,0.8,8,24,32,24,11,4,19,14,4.0
22024,1610612738,BOS,Boston Celtics,0022400604,2025-01-20,BOS @ GSW,W,239,125,49,92,0.533,20,48,0.417,7,8,0.875,8,42,50,33,8,9,9,8,40.0
22024,1610612738,BOS,Boston Celtics,0022400587,2025-01-18,BOS vs. ATL,L,265,115,40,104,0.385,15,52,0.288,20,23,0.87,17,36,53,23,13,6,14,18,-4.0
22024,1610612738,BOS,Boston Celtics,0022400577,2025-01-17,BOS vs. ORL,W,240,121,42,80,0.525,17,37,0.459,20,22,0.909,11,30,41,25,6,3,10,23,27.0
22024,1610612738,BOS,Boston Celtics,0022400562,2025-01-15,BOS @ TOR,L,239,97,36,91,0.396,16,46,0.348,9,18,0.5,13,32,45,24,6,8,9,16,-13.0
22024,1610612738,BOS,Boston Celtics,0022400542,2025-01-12,BOS vs. NOP,W,241,120,44,101,0.436,13,44,0.295,19,23,0.826,18,37,55,23,5,7,11,18,1.0
22024,1610612738,BOS,Boston Celtics,0022400528,2025-01-10,BOS vs. SAC,L,238,97,34,84,0.405,11,41,0.268,18,22,0.818,8,35,43,22,5,7,15,14,-17.0
22024,1610612738,BOS,Boston Celtics,0022400507,2025-01-07,BOS @ DEN,W,241,118,44,88,0.5,12,35,0.343,18,20,0.9,11,30,41,30,11,7,11,13,12.0
22024,1610612738,BOS,Boston Celtics,0022400487,2025-01-05,BOS @ OKC,L,241,92,31,85,0.365,9,46,0.196,21,24,0.875,12,36,48,17,6,5,16,18,-13.0
22024,1610612738,BOS,Boston Celtics,0022400471,2025-01-03,BOS @ HOU,W,242,109,39,77,0.506,19,39,0.487,12,18,0.667,12,29,41,20,6,8,14,13,23.0
22024,1610612738,BOS,Boston Celtics,0022400464,2025-01-02,BOS @ MIN,W,241,118,46,92,0.5,22,57,0.386,4,6,0.667,10,21,31,30,9,4,3,16,3.0
22024,1610612738,BOS,Boston Celtics,0022400449,2024-12-31,BOS vs. TOR,W,239,125,47,87,0.54,22,43,0.512,9,15,0.6,11,38,49,29,14,7,13,10,54.0
22024,1610612738,BOS,Boston Celtics,0022400437,2024-12-29,BOS vs. IND,L,239,114,43,93,0.462,16,54,0.296,12,19,0.632,8,33,41,26,6,6,8,22,-9.0
22024,1610612738,BOS,Boston Celtics,0022400420,2024-12-27,BOS vs. IND,W,241,142,47,92,0.511,23,56,0.411,25,29,0.862,18,34,52,31,9,6,10,19,37.0
22024,1610612738,BOS,Boston Celtics,0022400407,2024-12-25,BOS vs. PHI,L,239,114,43,95,0.453,20,49,0.408,8,13,0.615,13,38,51,24,3,4,13,18,-4.0
22024,1610612738,BOS,Boston Celtics,0022400393,2024-12-23,BOS @ ORL,L,239,104,37,84,0.44,8,33,0.242,22,27,0.815,8,33,41,13,13,5,18,16,-4.0
22024,1610612738,BOS,Boston Celtics,0022400381,2024-12-21,BOS @ CHI,W,240,123,48,100,0.48,15,45,0.333,12,14,0.857,17,42,59,27,8,4,12,12,25.0
22024,1610612738,BOS,Boston Celtics,0022400363,2024-12-19,BOS vs. CHI,L,239,108,38,97,0.392,14,56,0.25,18,21,0.857,11,34,45,21,6,8,4,13,-9.0
22024,1610612738,BOS,Boston Celtics,0022401217,2024-12-15,BOS @ WAS,W,239,112,40,93,0.43,18,46,0.391,14,24,0.583,16,40,56,26,11,5,18,15,14.0
22024,1610612738,BOS,Boston Celtics,0022401205,2024-12-12,BOS vs. DET,W,241,123,46,90,0.511,20,48,0.417,11,13,0.846,8,43,51,34,6,4,14,9,24.0
22024,1610612738,BOS,Boston Celtics,0022400345,2024-12-07,BOS vs. MEM,L,239,121,42,105,0.4,18,60,0.3,19,28,0.679,15,36,51,26,6,7,13,16,-6.0
22024,1610612738,BOS,Boston Celtics,0022400335,2024-12-06,BOS vs. MIL,W,238,111,40,87,0.46,17,53,0.321,14,16,0.875,7,34,41,27,5,6,6,18,6.0
22024,1610612738,BOS,Boston Celtics,0022400319,2024-12-04,BOS vs. DET,W,240,130,45,94,0.479,21,53,0.396,19,25,0.76,14,29,43,30,11,7,16,14,10.0
22024,1610612738,BOS,Boston Celtics,0022400316,2024-12-02,BOS vs. MIA,W,240,108,39,89,0.438,19,55,0.345,11,13,0.846,14,40,54,25,5,9,14,20,19.0
22024,1610612738,BOS,Boston Celtics,0022400307,2024-12-01,BOS @ CLE,L,240,111,38,95,0.4,17,49,0.347,18,19,0.947,10,36,46,17,11,6,8,19,-4.0
22024,1610612738,BOS,Boston Celtics,0022400047,2024-11-29,BOS @ CHI,W,241,138,49,98,0.5,23,54,0.426,17,23,0.739,11,40,51,24,6,2,9,13,9.0
22024,1610612738,BOS,Boston Celtics,0022400281,2024-11-25,BOS vs. LAC,W,240,126,45,88,0.511,22,51,0.431,14,20,0.7,8,39,47,33,10,11,11,12,32.0
22024,1610612738,BOS,Boston Celtics,0022400271,2024-11-24,BOS vs. MIN,W,239,107,37,87,0.425,21,56,0.375,12,15,0.8,8,32,40,25,5,7,6,23,2.0
22024,1610612738,BOS,Boston Celtics,0022400028,2024-11-22,BOS @ WAS,W,240,108,36,85,0.424,11,46,0.239,25,32,0.781,10,33,43,22,11,7,12,19,12.0
22024,1610612738,BOS,Boston Celtics,0022400021,2024-11-19,BOS vs. CLE,W,240,120,44,86,0.512,22,41,0.537,10,14,0.714,9,33,42,32,4,4,13,19,3.0
22024,1610612738,BOS,Boston Celtics,0022400230,2024-11-16,BOS vs. TOR,W,265,126,44,99,0.444,21,61,0.344,17,19,0.895,14,28,42,30,2,6,9,20,3.0
22024,1610612738,BOS,Boston Celtics,0022400218,2024-11-13,BOS @ BKN,W,241,139,50,93,0.538,22,46,0.478,17,24,0.708,12,33,45,35,7,6,7,17,25.0
22024,1610612738,BOS,Boston Celtics,0022400001,2024-11-12,BOS vs. ATL,L,239,116,38,75,0.507,18,45,0.4,22,27,0.815,6,28,34,28,7,5,20,12,-1.0
22024,1610612738,BOS,Boston Celtics,0022400202,2024-11-10,BOS @ MIL,W,240,113,35,86,0.407,19,50,0.38,24,27,0.889,8,34,42,27,5,2,12,16,6.0
22024,1610612738,BOS,Boston Celtics,0022400187,2024-11-08,BOS vs. BKN,W,266,108,39,90,0.433,14,53,0.264,16,19,0.842,4,35,39,23,7,9,13,15,4.0
22024,1610612738,BOS,Boston Celtics,0022400172,2024-11-06,BOS vs. GSW,L,240,112,38,90,0.422,19,54,0.352,17,21,0.81,13,34,47,22,5,3,12,18,-6.0
22024,1610612738,BOS,Boston Celtics,0022400157,2024-11-04,BOS @ ATL,W,239,123,48,99,0.485,18,55,0.327,9,13,0.692,11,39,50,27,15,7,12,14,30.0
22024,1610612738,BOS,Boston Celtics,0022400141,2024-11-02,BOS @ CHA,W,240,113,36,82,0.439,16,52,0.308,25,28,0.893,8,36,44,23,4,4,15,17,10.0
22024,1610612738,BOS,Boston Celtics,0022400132,2024-11-01,BOS @ CHA,W,242,124,41,86,0.477,13,42,0.31,29,35,0.829,11,30,41,21,12,5,10,13,15.0
22024,1610612738,BOS,Boston Celtics,0022400119,2024-10-30,BOS @ IND,L,266,132,44,109,0.404,19,57,0.333,25,31,0.806,18,33,51,23,11,5,14,19,-3.0
22024,1610612738,BOS,Boston Celtics,0022400104,2024-10-28,BOS vs. MIL,W,242,119,43,87,0.494,18,47,0.383,15,19,0.789,4,34,38,24,5,5,12,18,11.0
22024,1610612738,BOS,Boston Celtics,0022400089,2024-10-26,BOS @ DET,W,239,124,38,90,0.422,22,48,0.458,26,30,0.867,13,24,37,19,10,6,10,16,6.0
22024,1610612738,BOS,Boston Celtics,0022400073,2024-10-24,BOS @ WAS,W,240,122,42,90,0.467,17,45,0.378,21,27,0.778,12,37,49,21,7,3,14,19,20.0
22024,1610612738,BOS,Boston Celtics,0022400061,2024-10-22,BOS vs. NYK,W,240,132,48,95,0.505,29,61,0.475,7,8,0.875,11,29,40,33,6,3,3,15,23.0
12024,1610612738,BOS,Boston Celtics,0012400050,2024-10-15,BOS @ TOR,L,239,118,38,92,0.413,18,55,0.327,24,28,0.857,8,28,36,19,10,5,6,15,-1.0
12024,1610612738,BOS,Boston Celtics,0012400042,2024-10-13,BOS vs. TOR,W,240,115,39,95,0.411,18,53,0.34,19,23,0.826,18,32,50,29,7,5,13,21,4.0
12024,1610612738,BOS,Boston Celtics,0012400036,2024-10-12,BOS vs. PHI,W,240,139,53,97,0.546,23,47,0.489,10,14,0.714,16,44,60,38,9,7,13,14,50.0
12024,1610612738,BOS,Boston Celtics,0012400005,2024-10-06,DEN @ BOS,W,240,130,47,93,0.505,18,47,0.383,18,22,0.818,7,31,38,33,10,3,8,27,26.0
12024,1610612738,BOS,Boston Celtics,0012400001,2024-10-04,BOS @ DEN,W,240,107,37,98,0.378,20,61,0.328,13,17,0.765,17,27,44,29,13,8,17,24,4.0
